State,Account Length,Area Code,Phone,IntlPlan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
PA,128,408,353-6038,yes,no,0,245.200.000,112,41.680.000,101.500.000,101,8.630.000,152.300.000,116,6.850.000,10.700.000,5,2.890.000,0,False.
HI,117,408,416-8827,no,no,0,102.300.000,100,17.390.000,135.200.000,104,11.490.000,199.700.000,93,8.990.000,15.700.000,10,4.240.000,3,False.
MT,48,415,418-8450,no,yes,36,230.900.000,92,39.250.000,167.600.000,121,14.250.000,270.000.000,87,12.150.000,7.600.000,4,2.050.000,3,False.
DC,81,510,385-7861,yes,no,0,227.400.000,105,38.660.000,211.500.000,120,17.980.000,258.200.000,113,11.620.000,11.900.000,3,3.210.000,0,False.
AR,57,510,393-3507,no,no,0,192.800.000,68,32.780.000,158.000.000,86,13.430.000,235.500.000,105,10.600.000,12.700.000,6,3.430.000,1,False.
MS,140,408,372-5262,no,no,0,162.600.000,98,27.640.000,206.200.000,109,17.530.000,141.600.000,66,6.370.000,8.200.000,2,2.210.000,1,False.
OH,107,510,411-3095,no,yes,38,219.400.000,92,37.300.000,180.500.000,73,15.340.000,104.100.000,91,4.680.000,11.000.000,1,2.970.000,2,False.
MO,56,415,331-5919,no,no,0,137.200.000,111,23.320.000,165.900.000,119,14.100.000,182.300.000,72,8.200.000,14.300.000,4,3.860.000,1,False.
TX,159,415,402-1556,no,no,0,87.700.000,103,14.910.000,278.200.000,97,23.650.000,170.600.000,93,7.680.000,10.500.000,10,2.840.000,1,False.
MD,102,415,349-7362,no,no,0,271.100.000,80,46.090.000,172.000.000,133,14.620.000,169.200.000,105,7.610.000,10.300.000,5,2.780.000,1,False.
CT,107,408,339-2734,no,no,0,103.400.000,94,17.580.000,189.300.000,125,16.090.000,227.200.000,125,10.220.000,14.400.000,3,3.890.000,1,False.
SC,106,408,330-4914,no,no,0,52.200.000,106,8.870.000,220.100.000,113,18.710.000,112.300.000,95,5.050.000,11.400.000,2,3.080.000,2,False.
MI,225,415,371-2500,no,no,0,165.400.000,106,28.120.000,273.700.000,109,23.260.000,210.000.000,93,9.450.000,8.700.000,3,2.350.000,0,True.
SD,75,408,335-3681,no,no,0,147.500.000,110,25.080.000,191.700.000,97,16.290.000,135.000.000,68,6.080.000,16.400.000,3,4.430.000,2,False.
CO,86,415,405-1132,no,no,0,217.800.000,93,37.030.000,214.700.000,95,18.250.000,228.700.000,70,10.290.000,11.300.000,7,3.050.000,0,False.
ID,169,415,399-9239,no,no,0,235.700.000,79,40.070.000,136.900.000,85,11.640.000,220.900.000,97,9.940.000,13.300.000,10,3.590.000,1,False.
AZ,122,510,350-7227,no,yes,22,204.500.000,92,34.770.000,139.600.000,121,11.870.000,205.000.000,103,9.230.000,8.600.000,5,2.320.000,2,False.
FL,106,408,384-6654,no,no,0,178.400.000,143,30.330.000,247.000.000,123,21.000.000,259.900.000,105,11.700.000,9.600.000,2,2.590.000,0,False.
MN,52,415,376-4271,no,yes,32,130.100.000,68,22.120.000,247.200.000,77,21.010.000,289.400.000,87,13.020.000,13.500.000,5,3.650.000,2,False.
DE,79,415,391-8124,no,yes,34,103.700.000,100,17.630.000,236.300.000,78,20.090.000,256.600.000,102,11.550.000,14.800.000,4,4.000.000,2,False.
MI,135,415,393-2524,no,no,0,239.900.000,91,40.780.000,177.100.000,104,15.050.000,217.200.000,118,9.770.000,5.900.000,3,1.590.000,2,False.
MS,70,408,384-4385,no,no,0,148.400.000,110,25.230.000,267.100.000,90,22.700.000,151.500.000,101,6.820.000,8.900.000,4,2.400.000,0,False.
MA,80,408,377-8266,no,no,0,148.600.000,106,25.260.000,210.800.000,65,17.920.000,203.700.000,86,9.170.000,10.000.000,2,2.700.000,2,False.
CA,37,415,345-1243,no,no,0,191.100.000,69,32.490.000,129.200.000,113,10.980.000,207.500.000,117,9.340.000,12.900.000,1,3.480.000,0,False.
MN,161,415,394-8086,no,yes,39,218.500.000,76,37.150.000,112.700.000,94,9.580.000,205.100.000,121,9.230.000,7.300.000,4,1.970.000,1,False.
VT,137,510,348-9145,no,no,0,97.500.000,95,16.580.000,195.800.000,82,16.640.000,288.800.000,78,13.000.000,0,0,0,1,False.
CT,123,415,376-5201,no,no,0,128.700.000,126,21.880.000,117.600.000,94,10.000.000,198.400.000,132,8.930.000,10.800.000,5,2.920.000,0,False.
WV,80,415,356-2093,no,yes,38,236.600.000,69,40.220.000,197.500.000,68,16.790.000,209.500.000,102,9.430.000,9.500.000,10,2.570.000,2,False.
WV,94,415,353-2080,no,no,0,85.900.000,113,14.600.000,226.700.000,91,19.270.000,279.600.000,110,12.580.000,15.600.000,16,4.210.000,0,False.
NE,105,415,397-7500,no,yes,27,141.200.000,96,24.000.000,167.700.000,94,14.250.000,274.400.000,101,12.350.000,11.400.000,2,3.080.000,1,False.
NC,73,415,414-5786,no,yes,31,194.400.000,104,33.050.000,176.000.000,84,14.960.000,230.100.000,110,10.350.000,11.500.000,3,3.110.000,0,False.
NE,112,415,388-4282,no,no,0,167.600.000,100,28.490.000,154.500.000,90,13.130.000,281.400.000,107,12.660.000,17.300.000,3,4.670.000,2,False.
IL,179,408,415-5132,no,no,0,234.500.000,134,39.870.000,164.200.000,94,13.960.000,191.400.000,72,8.610.000,6.100.000,4,1.650.000,1,False.
MA,57,510,352-4541,no,no,0,154.200.000,78,26.210.000,196.700.000,85,16.720.000,253.500.000,97,11.410.000,10.100.000,9,2.730.000,1,False.
AZ,127,415,373-5928,no,yes,14,143.200.000,99,24.340.000,169.900.000,91,14.440.000,221.600.000,77,9.970.000,11.600.000,1,3.130.000,1,False.
SD,122,415,406-7737,yes,yes,40,216.400.000,80,36.790.000,249.700.000,90,21.220.000,185.900.000,99,8.370.000,12.700.000,4,3.430.000,1,False.
MT,33,510,332-7607,no,yes,35,161.900.000,85,27.520.000,151.200.000,82,12.850.000,191.000.000,131,8.590.000,8.500.000,2,2.300.000,1,False.
VT,94,408,359-7788,no,no,0,118.700.000,90,20.180.000,205.100.000,57,17.430.000,172.200.000,100,7.750.000,10.400.000,6,2.810.000,3,False.
UT,100,408,384-1549,no,no,0,179.100.000,123,30.450.000,196.600.000,132,16.710.000,186.700.000,116,8.400.000,10.200.000,10,2.750.000,1,False.
HI,106,415,352-8508,no,no,0,147.900.000,97,25.140.000,209.300.000,99,17.790.000,162.100.000,80,7.290.000,8.800.000,5,2.380.000,2,False.
DC,148,415,404-1002,no,yes,38,209.200.000,110,35.560.000,116.600.000,73,9.910.000,109.600.000,105,4.930.000,16.500.000,4,4.460.000,2,False.
WI,120,415,414-2905,no,yes,29,244.300.000,140,41.530.000,322.300.000,89,27.400.000,166.800.000,83,7.510.000,10.600.000,6,2.860.000,0,False.
UT,91,415,380-9849,no,yes,34,175.300.000,96,29.800.000,262.300.000,122,22.300.000,143.900.000,76,6.480.000,5.600.000,11,1.510.000,1,False.
WA,86,510,387-6498,no,no,0,150.500.000,92,25.590.000,120.300.000,95,10.230.000,271.200.000,96,12.200.000,9.000.000,2,2.430.000,1,False.
SD,78,415,360-6024,no,yes,25,197.400.000,73,33.560.000,295.700.000,113,25.130.000,211.700.000,73,9.530.000,13.200.000,2,3.560.000,0,False.
MT,94,510,352-5815,no,no,0,163.500.000,136,27.800.000,143.700.000,111,12.210.000,253.400.000,82,11.400.000,12.600.000,5,3.400.000,1,False.
NJ,85,415,366-2273,no,no,0,236.900.000,93,40.270.000,197.700.000,113,16.800.000,309.100.000,78,13.910.000,11.400.000,7,3.080.000,2,True.
CT,89,415,414-9119,no,no,0,82.300.000,77,13.990.000,167.200.000,80,14.210.000,194.700.000,70,8.760.000,7.200.000,4,1.940.000,1,False.
VA,128,415,409-8796,no,no,0,216.000.000,111,36.720.000,153.700.000,115,13.060.000,227.000.000,74,10.220.000,12.700.000,4,3.430.000,1,False.
NC,115,415,337-2442,yes,no,0,180.000.000,119,30.600.000,198.800.000,126,16.900.000,217.100.000,70,9.770.000,12.400.000,3,3.350.000,1,False.
AK,76,415,404-1931,no,no,0,143.700.000,55,24.430.000,173.100.000,108,14.710.000,239.100.000,95,10.760.000,5.800.000,6,1.570.000,1,False.
MD,75,415,367-9765,no,yes,39,198.200.000,107,33.690.000,280.400.000,132,23.830.000,129.600.000,73,5.830.000,11.300.000,7,3.050.000,1,False.
IL,90,415,378-7299,no,yes,29,185.600.000,106,31.550.000,219.700.000,113,18.670.000,152.100.000,120,6.840.000,11.100.000,5,3.000.000,2,False.
CT,30,408,410-5192,no,no,0,137.600.000,108,23.390.000,162.000.000,80,13.770.000,187.700.000,126,8.450.000,5.800.000,10,1.570.000,3,False.
KS,105,415,405-1108,yes,no,0,273.900.000,119,46.560.000,278.600.000,103,23.680.000,255.300.000,90,11.490.000,10.900.000,7,2.940.000,1,True.
MA,102,415,392-1734,no,yes,31,125.300.000,92,21.300.000,141.200.000,108,12.000.000,168.200.000,68,7.570.000,6.300.000,2,1.700.000,3,False.
NJ,83,415,395-6030,no,no,0,178.800.000,102,30.400.000,167.900.000,84,14.270.000,178.900.000,65,8.050.000,8.600.000,4,2.320.000,3,False.
AR,63,510,330-5168,no,yes,49,214.900.000,86,36.530.000,198.200.000,89,16.850.000,170.800.000,139,7.690.000,8.200.000,5,2.210.000,0,False.
MS,155,408,334-3142,no,no,0,163.000.000,93,27.710.000,203.900.000,102,17.330.000,159.000.000,109,7.150.000,15.100.000,4,4.080.000,2,False.
ND,82,415,362-9983,no,yes,29,163.800.000,77,27.850.000,134.900.000,112,11.470.000,79.300.000,95,3.570.000,8.800.000,2,2.380.000,2,False.
IN,87,510,414-2606,no,no,0,189.500.000,113,32.220.000,204.900.000,100,17.420.000,221.700.000,93,9.980.000,13.400.000,3,3.620.000,1,False.
MI,115,415,402-4501,no,yes,26,155.200.000,110,26.380.000,230.900.000,133,19.630.000,261.600.000,100,11.770.000,4.500.000,4,1.220.000,0,False.
AR,99,510,387-2604,yes,no,0,242.300.000,102,41.190.000,350.900.000,102,29.830.000,163.100.000,93,7.340.000,11.300.000,3,3.050.000,0,True.
VT,121,415,400-3343,yes,yes,44,254.100.000,127,43.200.000,180.200.000,108,15.320.000,196.200.000,129,8.830.000,8.700.000,4,2.350.000,3,False.
WV,54,510,353-2450,no,yes,33,112.000.000,90,19.040.000,208.000.000,112,17.680.000,150.300.000,83,6.760.000,11.300.000,4,3.050.000,2,False.
ME,105,408,406-2032,no,no,0,115.500.000,73,19.640.000,267.300.000,83,22.720.000,114.200.000,90,5.140.000,13.300.000,5,3.590.000,3,False.
IA,73,415,409-4462,no,no,0,137.100.000,102,23.310.000,210.800.000,114,17.920.000,191.400.000,120,8.610.000,11.100.000,4,3.000.000,1,False.
CT,95,415,392-5941,no,no,0,198.400.000,113,33.730.000,235.900.000,144,20.050.000,325.600.000,99,14.650.000,10.100.000,3,2.730.000,0,False.
NM,21,415,334-9182,no,yes,19,132.700.000,94,22.560.000,204.600.000,101,17.390.000,154.700.000,78,6.960.000,12.900.000,7,3.480.000,3,False.
OR,163,408,346-3445,no,yes,25,219.600.000,99,37.330.000,210.400.000,99,17.880.000,242.700.000,88,10.920.000,13.800.000,8,3.730.000,2,False.
VT,57,415,368-9507,no,no,0,169.600.000,96,28.830.000,234.700.000,112,19.950.000,285.400.000,83,12.840.000,11.200.000,4,3.020.000,0,False.
RI,104,408,382-3966,yes,no,0,160.400.000,73,27.270.000,293.900.000,103,24.980.000,306.600.000,90,13.800.000,12.600.000,5,3.400.000,4,False.
RI,83,415,334-5844,no,yes,20,95.000.000,89,16.150.000,167.900.000,92,14.270.000,200.600.000,79,9.030.000,11.200.000,2,3.020.000,0,False.
NM,141,415,362-9411,no,no,0,160.100.000,87,27.220.000,256.700.000,120,21.820.000,270.000.000,107,12.150.000,7.000.000,1,1.890.000,2,False.
AL,95,415,390-3565,no,no,0,194.600.000,114,33.080.000,232.800.000,106,19.790.000,173.400.000,92,7.800.000,3.800.000,2,1.030.000,3,False.
MT,184,415,417-4810,no,no,0,236.400.000,73,40.190.000,287.300.000,120,24.420.000,192.000.000,94,8.640.000,13.800.000,4,3.730.000,1,True.
CT,74,408,384-3389,no,no,0,157.100.000,95,26.710.000,213.100.000,36,18.110.000,280.400.000,77,12.620.000,7.600.000,3,2.050.000,2,False.
TN,67,415,414-9717,no,no,0,179.800.000,125,30.570.000,173.200.000,86,14.720.000,272.800.000,97,12.280.000,10.900.000,4,2.940.000,0,False.
ID,104,415,357-1700,yes,no,0,148.200.000,108,25.190.000,161.800.000,113,13.750.000,259.300.000,103,11.670.000,11.000.000,4,2.970.000,0,False.
TX,71,415,376-7207,no,yes,39,183.200.000,103,31.140.000,209.400.000,111,17.800.000,172.400.000,109,7.760.000,11.900.000,6,3.210.000,1,False.
NH,149,415,368-7706,no,no,0,119.200.000,88,20.260.000,168.300.000,110,14.310.000,204.700.000,119,9.210.000,12.200.000,6,3.290.000,4,True.
ND,154,408,346-4216,no,yes,35,224.000.000,102,38.080.000,192.000.000,99,16.320.000,163.100.000,100,7.340.000,9.600.000,2,2.590.000,0,False.
SC,138,510,370-9533,no,yes,21,19.500.000,149,3.320.000,140.900.000,109,11.980.000,179.700.000,111,8.090.000,7.900.000,1,2.130.000,0,False.
KS,117,415,372-1493,no,no,0,184.800.000,83,31.420.000,248.600.000,101,21.130.000,133.100.000,113,5.990.000,9.600.000,8,2.590.000,1,False.
ME,130,408,387-6031,no,no,0,176.300.000,140,29.970.000,201.000.000,104,17.090.000,161.900.000,123,7.290.000,11.300.000,5,3.050.000,1,False.
RI,73,415,366-6248,no,no,0,241.700.000,115,41.090.000,168.500.000,133,14.320.000,169.800.000,122,7.640.000,11.100.000,2,3.000.000,2,False.
WI,100,510,369-3756,no,yes,38,224.700.000,121,38.200.000,294.000.000,131,24.990.000,290.000.000,61,13.050.000,9.800.000,6,2.650.000,0,False.
NC,149,510,363-1719,no,no,0,207.300.000,115,35.240.000,198.400.000,82,16.860.000,114.100.000,83,5.130.000,8.600.000,4,2.320.000,1,False.
OH,29,408,402-6666,no,no,0,196.800.000,81,33.460.000,168.000.000,110,14.280.000,132.600.000,98,5.970.000,12.700.000,7,3.430.000,2,False.
WY,131,510,408-9779,no,no,0,110.900.000,74,18.850.000,115.600.000,90,9.830.000,190.500.000,114,8.570.000,15.800.000,9,4.270.000,1,False.
NJ,153,510,407-2441,no,no,0,122.500.000,145,20.830.000,273.300.000,103,23.230.000,197.800.000,71,8.900.000,8.000.000,3,2.160.000,2,False.
ND,84,510,384-5027,no,no,0,226.900.000,144,38.570.000,201.600.000,122,17.140.000,130.200.000,121,5.860.000,13.200.000,5,3.560.000,2,False.
WI,133,510,380-3161,no,no,0,187.000.000,65,31.790.000,141.400.000,128,12.020.000,238.200.000,108,10.720.000,10.000.000,8,2.700.000,2,False.
KY,112,415,360-8135,no,no,0,170.500.000,113,28.990.000,193.200.000,129,16.420.000,188.000.000,91,8.460.000,11.200.000,6,3.020.000,0,False.
NY,87,415,399-5426,no,no,0,204.800.000,101,34.820.000,161.000.000,80,13.690.000,285.700.000,89,12.860.000,9.500.000,3,2.570.000,0,False.
MO,72,415,385-2564,no,no,0,165.900.000,114,28.200.000,235.900.000,97,20.050.000,210.100.000,120,9.450.000,12.000.000,5,3.240.000,2,False.
AZ,66,510,337-8618,no,no,0,154.000.000,133,26.180.000,198.900.000,121,16.910.000,151.900.000,100,6.840.000,9.500.000,3,2.570.000,4,True.
MN,65,510,354-8491,no,yes,29,158.100.000,104,26.880.000,322.200.000,81,27.390.000,210.000.000,96,9.450.000,8.900.000,6,2.400.000,1,False.
CO,74,415,394-6278,no,no,0,225.200.000,93,38.280.000,215.100.000,120,18.280.000,241.800.000,95,10.880.000,9.100.000,2,2.460.000,2,False.
MD,116,408,405-2276,no,no,0,159.400.000,79,27.100.000,179.500.000,88,15.260.000,167.800.000,71,7.550.000,9.700.000,2,2.620.000,6,True.
AR,68,510,376-1000,no,no,0,172.700.000,95,29.360.000,139.100.000,90,11.820.000,174.300.000,99,7.840.000,11.700.000,1,3.160.000,2,False.
TN,68,415,397-1659,no,no,0,222.800.000,99,37.880.000,175.800.000,85,14.940.000,202.000.000,111,9.090.000,11.000.000,3,2.970.000,3,False.
DE,54,415,379-3953,yes,no,0,214.100.000,77,36.400.000,240.500.000,94,20.440.000,188.900.000,75,8.500.000,10.100.000,3,2.730.000,1,False.
TN,99,408,418-6512,no,no,0,54.800.000,92,9.320.000,173.000.000,103,14.710.000,195.100.000,125,8.780.000,7.500.000,3,2.030.000,1,False.
WI,107,408,392-5296,no,no,0,134.000.000,104,22.780.000,174.500.000,94,14.830.000,311.100.000,79,14.000.000,7.300.000,3,1.970.000,3,False.
WV,124,510,355-3814,no,no,0,184.800.000,74,31.420.000,175.100.000,84,14.880.000,158.200.000,95,7.120.000,10.500.000,6,2.840.000,1,False.
CT,95,415,375-2098,no,yes,36,283.100.000,112,48.130.000,286.200.000,86,24.330.000,261.700.000,129,11.780.000,11.300.000,3,3.050.000,3,False.
MN,173,510,372-7990,no,no,0,291.800.000,143,49.610.000,214.300.000,134,18.220.000,151.200.000,119,6.800.000,9.900.000,2,2.670.000,0,True.
MO,110,408,356-4558,no,no,0,222.700.000,94,37.860.000,105.800.000,98,8.990.000,214.800.000,78,9.670.000,13.500.000,4,3.650.000,1,False.
VA,102,510,398-5788,no,no,0,174.500.000,79,29.670.000,236.800.000,136,20.130.000,270.400.000,110,12.170.000,8.500.000,5,2.300.000,0,False.
NH,130,408,390-4003,no,no,0,68.400.000,86,11.630.000,193.300.000,110,16.430.000,171.500.000,139,7.720.000,10.400.000,4,2.810.000,0,False.
OK,91,408,332-8103,no,yes,31,273.000.000,78,46.410.000,215.500.000,98,18.320.000,104.700.000,114,4.710.000,9.600.000,2,2.590.000,1,False.
CT,64,415,406-9926,yes,no,0,225.300.000,134,38.300.000,108.200.000,87,9.200.000,139.600.000,132,6.280.000,17.300.000,9,4.670.000,1,True.
TN,176,415,418-2402,no,yes,23,283.200.000,130,48.140.000,162.600.000,74,13.820.000,177.700.000,104,8.000.000,7.200.000,6,1.940.000,1,False.
MD,93,510,384-3299,yes,no,0,131.400.000,78,22.340.000,219.700.000,106,18.670.000,155.700.000,103,7.010.000,11.100.000,2,3.000.000,1,True.
WI,84,510,378-9090,no,yes,12,89.700.000,87,15.250.000,138.600.000,73,11.780.000,165.800.000,114,7.460.000,10.700.000,2,2.890.000,1,False.
SD,138,510,350-6473,no,no,0,127.100.000,102,21.610.000,247.700.000,106,21.050.000,207.700.000,75,9.350.000,5.000.000,3,1.350.000,3,False.
ND,101,415,379-4583,no,yes,28,105.900.000,132,18.000.000,231.700.000,107,19.690.000,281.300.000,120,12.660.000,10.700.000,5,2.890.000,1,False.
VA,136,408,411-5078,no,no,0,142.300.000,79,24.190.000,158.000.000,113,13.430.000,177.500.000,75,7.990.000,6.000.000,11,1.620.000,2,False.
UT,111,510,347-4982,no,no,0,191.300.000,80,32.520.000,138.500.000,94,11.770.000,246.000.000,107,11.070.000,6.400.000,3,1.730.000,2,False.
MA,132,408,341-9274,no,yes,36,201.900.000,93,34.320.000,156.300.000,75,13.290.000,131.300.000,92,5.910.000,13.700.000,5,3.700.000,0,False.
SD,128,415,353-7461,no,no,0,247.300.000,91,42.040.000,182.700.000,60,15.530.000,143.200.000,112,6.440.000,14.700.000,2,3.970.000,3,False.
AL,92,408,371-7366,no,yes,38,242.200.000,96,41.170.000,159.700.000,144,13.570.000,210.000.000,108,9.450.000,8.900.000,1,2.400.000,1,False.
AL,197,415,395-7923,yes,no,0,127.300.000,80,21.640.000,222.300.000,115,18.900.000,173.900.000,95,7.830.000,13.700.000,5,3.700.000,5,True.
WV,191,408,351-8398,no,no,0,162.000.000,104,27.540.000,241.200.000,120,20.500.000,210.400.000,83,9.470.000,10.900.000,7,2.940.000,1,False.
SC,99,415,329-2204,no,yes,33,179.100.000,93,30.450.000,238.300.000,102,20.260.000,165.700.000,96,7.460.000,10.600.000,1,2.860.000,2,False.
FL,106,415,407-7507,no,yes,31,197.400.000,125,33.560.000,123.400.000,110,10.490.000,115.600.000,101,5.200.000,12.300.000,4,3.320.000,3,False.
KY,88,415,405-8075,no,no,0,148.200.000,82,25.190.000,308.700.000,67,26.240.000,235.400.000,79,10.590.000,6.400.000,4,1.730.000,2,False.
UT,78,415,390-9698,no,no,0,193.100.000,85,32.830.000,172.100.000,105,14.630.000,129.600.000,119,5.830.000,10.200.000,1,2.750.000,0,False.
NY,98,408,403-4917,no,no,0,171.700.000,99,29.190.000,174.800.000,87,14.860.000,189.600.000,130,8.530.000,7.800.000,6,2.110.000,1,False.
MS,17,408,391-6709,no,yes,35,198.500.000,123,33.750.000,270.600.000,74,23.000.000,209.900.000,130,9.450.000,8.100.000,10,2.190.000,1,False.
NH,56,415,389-5988,no,yes,24,121.700.000,87,20.690.000,184.000.000,76,15.640.000,266.600.000,98,12.000.000,12.700.000,3,3.430.000,1,False.
VA,84,415,372-1534,no,no,0,130.200.000,105,22.130.000,278.000.000,60,23.630.000,305.400.000,74,13.740.000,14.000.000,6,3.780.000,2,False.
VT,95,510,395-6369,no,no,0,203.400.000,96,34.580.000,168.600.000,61,14.330.000,173.000.000,105,7.790.000,13.700.000,3,3.700.000,2,False.
WY,16,415,400-3197,no,no,0,174.700.000,83,29.700.000,280.800.000,122,23.870.000,171.700.000,80,7.730.000,10.500.000,8,2.840.000,5,False.
NV,76,510,377-4169,yes,no,0,241.000.000,120,40.970.000,231.800.000,96,19.700.000,220.200.000,67,9.910.000,9.900.000,1,2.670.000,1,True.
WV,93,415,384-5343,no,no,0,141.700.000,95,24.090.000,221.000.000,100,18.790.000,227.100.000,71,10.220.000,10.200.000,3,2.750.000,0,False.
WA,83,408,338-4472,no,no,0,134.800.000,96,22.920.000,167.200.000,78,14.210.000,161.500.000,123,7.270.000,7.700.000,5,2.080.000,2,False.
KS,123,415,332-2126,no,no,0,163.100.000,119,27.730.000,249.400.000,51,21.200.000,168.200.000,77,7.570.000,9.000.000,10,2.430.000,1,False.
VT,64,408,349-2157,no,no,0,145.500.000,116,24.740.000,228.400.000,110,19.410.000,273.400.000,91,12.300.000,8.900.000,8,2.400.000,1,False.
OK,82,510,393-4823,no,no,0,329.800.000,73,56.070.000,208.300.000,120,17.710.000,267.100.000,102,12.020.000,10.600.000,6,2.860.000,0,True.
GA,107,510,385-2683,no,no,0,194.500.000,97,33.070.000,186.300.000,131,15.840.000,178.300.000,106,8.020.000,12.700.000,1,3.430.000,2,False.
CO,110,510,345-8350,no,no,0,131.900.000,93,22.420.000,272.700.000,106,23.180.000,192.800.000,105,8.680.000,7.100.000,4,1.920.000,1,False.
AK,96,408,334-4506,no,yes,29,150.000.000,91,25.500.000,159.400.000,75,13.550.000,228.100.000,55,10.260.000,8.500.000,3,2.300.000,1,False.
TN,47,415,332-3544,no,yes,30,196.600.000,93,33.420.000,241.400.000,140,20.520.000,226.000.000,118,10.170.000,12.900.000,4,3.480.000,2,False.
KY,115,510,380-5102,no,no,0,99.700.000,107,16.950.000,145.100.000,96,12.330.000,149.400.000,99,6.720.000,14.100.000,4,3.810.000,2,False.
PA,69,415,395-6149,no,no,0,143.600.000,88,24.410.000,141.800.000,86,12.050.000,194.000.000,83,8.730.000,10.800.000,5,2.920.000,3,False.
CT,163,408,398-8122,no,yes,40,231.900.000,56,39.420.000,211.800.000,91,18.000.000,268.500.000,74,12.080.000,12.300.000,3,3.320.000,2,False.
CT,90,415,334-4438,no,no,0,37.800.000,80,6.430.000,155.300.000,105,13.200.000,175.000.000,111,7.880.000,14.200.000,5,3.830.000,3,False.
MN,98,415,384-7459,no,no,0,72.800.000,107,12.380.000,186.400.000,103,15.840.000,175.300.000,110,7.890.000,10.500.000,4,2.840.000,3,False.
